domain,category,confirmed,evidence,login_url,final_url
acams.org,none,,,https://www.acams.org/en/samllogin/Salesforce?destination=/en,https://account.acams.org/acamsstore/login?AppName=Drupal_SSO&RelayState=%2Fen%2Fapp%3DSalesforce&SAMLRequest=fZJRb5swFIWft19h%2BWFvgIEkpFYgYo2qRerWqNA97KXyzCW1BDbztZvt34%2BQRkulrn6yru%2Fx%2Be6xV%2BvffUeewaIyOqdxyCgBLU2j9D6nD%2FVNsKTrYoWi7wZeevek7%2BGXB3Rk1Gnk00FOvdXcCFTItegBuZO8Kr%2Fe8iRkfLDGGWk6SrabnD6mspm1s2a%2BSJezeSNTyZIMsivI0kzOWwGLNhaJaJYyo%2BT7mSs5cm0RPWw1OqHdWGLJImCLIL6q2YwzxlP2g5Ldi9lnpU8jvEf289SE%2FEtd74LdXVVTUiKCdaPptdHoe7AV2Gcl4eH%2BNqdPzg3Io%2BhwOIRCih5DY%2FfRMQNxllGyGdNRWrgJ%2FKwQUhqv3YVq2qEzFqLO7JVeH6%2FJk0%2FlMHwbSfON9YPoHqvqjp7y59P89iL496f7h1S8yb2KLm4tPn6Y1stLHwm2m53plPxDyq4zh2sLwkFOnfVAyY2xvXD%2F94%2FDeKqoJminVu41DiBVq6ChUXHyfv2jir8%3D&langChange=en-US&saml=2&redirect=false
achievable.me,none,,,https://app.achievable.me/auth/sign-in/,https://app.achievable.me/auth/sign-in
adespresso.com,none,,,https://app.adespresso.com/login,https://app.adespresso.com/login
advicelocal.com,none,,,https://admin.advicelocal.com/login,https://admin.advicelocal.com/login
aerofs.com,none,,,https://aerofs.com/login,https://forsale.godaddy.com/forsale/aerofs.com?utm_source=TDFS_BINNS2&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-binns2_base&traffic_type=TDFS_BINNS2&traffic_id=binns2&
agilityads.com,none,,,https://app.agilityads.com/login,https://app.agilityads.com/login
air.tv,none,,,,
airship.com,none,,,https://go.airship.com/accounts/login,https://go.airship.com/accounts/login/
akriviahealth.com,none,,,,
alice.com,none,,,https://alice.com/login,https://alice.com/login
allovue.com,microsoft,,btn:Sign in with Microsoft,https://allovue.com/login,https://allovue.app/login
alphaflow.com,none,,,https://alphaflow.com/login,https://www.afternic.com/forsale/alphaflow.com?utm_source=TDFS_DASLNC&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-daslnc_base&traffic_type=TDFS_DASLNC&traffic_id=daslnc&
1680.co,none,,,,
2tor.com,none,,,,
50intech.com,none,,,,
a7a.com,none,,,https://a7a.com/login,https://a7a.com/login
abx.com,none,,,https://abx.com/login,https://abx.com/login
accredible.com,none,,,https://accredible.com/login,https://www.accredible.com/login
adalo.com,none,,,https://app.adalo.com,https://app.adalo.com/en/login?redirect=%2F
adventr.io,none,,,https://app.adventr.ai/ai-editor/login,https://app.adventr.ai/login
aellacredit.com,none,,,https://merchant.aellaapp.com/sign-up,https://merchant.aellaapp.com/sign-up
agebold.com,none,,,https://agebold.com/login,https://www.agebold.com/login
1up.ai,microsoft,,btn:Continue with Microsoft,https://app.1up.ai,https://app.1up.ai/login
3bgsupply.com,none,,,https://3bgsupply.com/login,https://www.3bgsupply.com/
7-11.com,none,,,https://7-11.com/login,https://7-11.com/login
abalt.lt,none,,,https://abalt.lt/login,https://abalt.lt/login
acamp.com,none,,,https://acamp.com/login,https://campio.no/login
aceva.com,none,,,https://aceva.com/login,https://aceva.com/login
additionwealth.com,none,,,https://app.additionwealth.com/,https://accounts.additionwealth.com/login?state=hKFo2SA2UFBZQ3BXamtTaEp5RlpZUUEtT0xiZllaWUVhU3A2T6FupWxvZ2luo3RpZNkgcy1GWEZaUUhDLTdDV0g3SDRId3VzSjlBYlFlYUpVc0mjY2lk2SAxSUtYYnoxT2dqUnpZcjhqYU5PS3FVcGtZdmNxZU92Sg&client=1IKXbz1OgjRzYr8jaNOKqUpkYvcqeOvJ&protocol=oauth2&scope=openid%20profile%20email%20offline_access%20read%3Acandidate-offers%20write%3Acandidate-offers%20company%3Asuper-admin%20company%3Aadmin%20addition%3Aadmin&response_type=code&redirect_uri=https%3A%2F%2Fapp.additionwealth.com%2Fapi%2Fauth%2Fcallback&audience=https%3A%2F%2Fapi.additionwealth.com%2F&passwordless_ui=classic&api_url=https%3A%2F%2Fapi.additionwealth.com&returnTo=%2Fapi%2Fauth%2Fcomplete%3FreturnTo%3D%252Fapi%252Fauth%252Fcomplete%253FreturnTo%253D%25252F&partner_brand=aw&app_version=1a45056&nonce=ZO0UuTC62PwOEYC-TOquzt8OhN4x6mK8CZHNExuBRIQ&code_challenge_method=S256&code_challenge=5ODVXDYFAa8-O7wgnV1FJ-uNHLXE9mbt09i52cvFnqM
adviceinteractivegroup.com,none,,,https://admin.advicelocal.com/login,https://admin.advicelocal.com/login
aerobotics.com,none,,,https://app.aerobotics.com/log-in,https://app.aerobotics.com/grower/log-in
agility.com,none,,,,
11sight.com,none,,,https://app.11sight.com/user/sign_in,https://app.11sight.com/user/sign_in
2houses.com,none,,,https://2houses.com/login,https://www.2houses.com/en/404
443id.com,none,,,https://app.verosint.com/,https://auth.verosint.com/u/login/identifier?state=hKFo2SBOcWpvbFg4OEVQdURUdkYzMkhtZS1xMENCQ2xIZmNuRqFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIG5lZUlYQVlDNGcwa1RMdHA5S29LUW5iX1JFUHFvcDRqo2NpZNkgS2xxd2gzY3MxUDNhODcya1ZYTGN2cWJYT1Y4SnVWRDg
99.co,none,,,https://99.co/login,https://www.99.co/login
abonesepeti.com,none,,,https://app.abonesepeti.com/login?redirect=/services/rent-a-car,https://app.abonesepeti.com/login?redirect=/services/rent-a-car
accor.com,none,,,https://accor.com/login,https://group.accor.com/en
activtrak.com,generic_sso,,"txt:sign in with
SSO",https://app.activtrak.com/,https://app.activtrak.com/#/login
adsmurai.com,none,,,https://amp.adsmurai.com/login?,https://amp.adsmurai.com/login?
adwoabeauty.com,none,,,https://adwoabeauty.com/login,https://adwoabeauty.com/lander
afternic.com,none,,,https://sso.afternic.com/account/create?app=www&path=%2F&plid=497036&prog_id=AfterNIC&realm=idp,https://sso.afternic.com/account/create?app=www&path=%2F&plid=497036&prog_id=AfterNIC&realm=idp
aide.app,none,,,https://aide.app/login,https://aide.app/login
aircamera.com,generic_sso,,txt:SAML,https://app.air.inc/login,https://app.air.inc/login
aitme.com,none,,ERR:dns,,
alastin.com,none,,,https://system.na3.netsuite.com/app/login/secure/privatelogin.nl?c=4938564,https://4938564.app.netsuite.com/app/login/secure/privatelogin.nl?c=4938564&whence=
1dropdx.com,none,,,,
36kr.com,none,,,https://36kr.com/login,https://36kr.com/login
5mins.ai,none,,,https://app.5mins.ai/login/,https://app.5mins.ai/login/
aavrani.com,none,,,https://aavrani.com/login,https://aavrani.com/login
acadeum.com,none,,,https://acadeum.com/login,https://acadeum.com/wp-login.php
accusonus.com,none,,,,
adcash.com,none,,,https://adcash.myadcash.com/login,https://auth.myadcash.com/realms/adcash/protocol/openid-connect/auth?nonce=BtxGmNBiBvQAwW5UfHYGhTKCNodxoPMC&state=b72AOKqFGoDAVMva6184h9dcMZ7-JGxD&scope=profile%20email%20openid&response_type=code&approval_prompt=auto&redirect_uri=https%3A%2F%2Fadcash.myadcash.com%2Fauth%2Fweb%2Fsso-login&client_id=dsp
adversus.dk,none,,,https://app.adversus.io/login?1=1&hslang=da_DK,https://app.adversus.io/login?1=1&hslang=da_DK
aerialsphere.com,none,,,https://aerialsphere.com/login,https://aerialsphere.com/login
agentero.com,none,,,https://agentero.com/login,https://agentero.com/login
aiper.com,none,,,https://aiper.com/us/authorized-sales-channels,https://aiper.com/us/authorized-sales-channels
1928diagnostics.com,none,,,https://1928diagnostics.com/login,https://www.1928diagnostics.com/login
31dover.com,none,,,https://31dover.com/login,https://www.31dover.com/login
57hours.com,none,,,https://57hours.com/my-account/,https://57hours.com/my-account/?f=login
aavia.io,none,,,https://aavia.io/login,https://aavia.io/login
academyocean.com,none,,,https://academyocean.com/account/sign/in,https://app.academyocean.com/account/sign/in
accurx.com,generic_sso,,txt:SSO,https://web.accurx.com/login?externalreferrer=web-log-in,https://web.accurx.com/login?externalreferrer=web-log-in
adaptive.live,none,,,https://adaptive.live/login,https://adaptive.live/login
123sonography.com,none,,,https://123sonography.com/login,https://123sonography.com/login
2ndaddress.com,none,,,,
4urspace.com,none,,,https://4urspace.com/login,https://4urspace.com/auth/login
9gag.com,none,,,https://9gag.com/login,https://9gag.com/login
abtrace.co,none,,,https://proactive-monitoring.abtrace-cloud.com/,https://proactive-monitoring.abtrace-cloud.com/
accountablehq.com,microsoft,,btn:Sign in with Microsoft,https://app.accountablehq.com/login,https://app.accountablehq.com/login
ada.support,none,,,https://ada.support/login,https://www.ada.cx/login
adstage.io,none,,,https://adstage.io/login,https://adstage.io/login
adzuna.com,none,,,https://adzuna.com/login,https://adzuna.com/login
aftership.com,none,,,https://www.aftership.com/sso/authorize?continue=login&pd=aftership-one&as_signup=www.aftership.com%2F&as_signup_cta=top-nav-login&page_referrer=www.aftership.com%2F,https://www.aftership.com/sso/authorize?continue=login&pd=aftership-one&as_signup=www.aftership.com%2F&as_signup_cta=top-nav-login&page_referrer=www.aftership.com%2F
aihit.com,none,,,https://aihit.com/login,https://aihit.com/login
airgms.com,none,,,https://airgms.com/login,https://airgms.com/login
aitrillion.com,none,,,https://app.aitrillion.com/,https://app.aitrillion.com/
alchemyfoodtech.com,none,,,https://alchemyfoodtech.com/login,https://www.alchemyfoodtech.com/login
allebt.com,none,,,https://allebt.com/login,https://allebt.com/login
aloeattiva.com,none,,,https://aloeattiva.com/login,https://aloeattiva.com/login
altec.com,none,,,https://altec.com/login,https://altec.com/login
amarchitrakatha.com,none,,,,
amopportunities.org,none,,,https://app.amopportunities.org/login,https://app.amopportunities.org/login
anatomyfinancial.com,none,,,https://anatomyfinancial.com/login,https://anatomyfinancial.com/login
anker.com,none,,,,
10adventures.com,none,,,https://10adventures.com/login,https://www.10adventures.com/login
228labs.com,none,,,https://228labs.com/login,https://228labs.com/login
3dhubs.com,none,,,https://3dhubs.com/login,https://www.hubs.com/login/
8base.com,none,,,https://app.8base.com/,https://app.8base.com/auth/login
abler.io,none,,,https://abler.io/login,https://www.abler.io/sign-on/?return_path=%2Fsign-on-redirect
accelbyte.net,none,,,https://prod.gamingservices.accelbyte.io/auth/register?utm_source=website&utm_medium=website-menu-cta-button,https://prod.gamingservices.accelbyte.io/auth/register?utm_source=website&utm_medium=website-menu-cta-button
acretrader.com,none,,,https://acretrader.com/login,https://acretrader.com/404?url=%2Flogin
adonmo.com,none,,,https://adonmo.com/login,https://adonmo.com/login
advocado.de,none,,,,
12traits.com,none,,,https://app.solsten.io/sign-in,https://elaris.new/sign-in
2ndkitchen.com,none,,,https://2ndkitchen.com/login,https://reeftechnology.com/wp-login.php
500px.com,none,,,https://500px.com/login,https://500px.com/login
a2zebra.de,none,,,https://shopify.com/73151676761/account?locale=de&buyer_flags=eyJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJhMnplYnJhLTcyODkubXlzaG9waWZ5LmNvbSIsImZsYWdzIjpbXSwiZXhwIjoxNzgyNDQ2MTk3LCJuYmYiOjE3ODE4NDEzOTd9.qc2_fNhxAKpj001QRGAxvZyJRTMolkA75nZU0QoU5KM,https://shopify.com/authentication/73151676761/login?client_id=30a88d6d-1847-4d5d-aa36-6476b7a4e72d&locale=de-DE&redirect_uri=%2Fauthentication%2F73151676761%2Foauth%2Fauthorize%3Fbuyer_flags%3DeyJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJhMnplYnJhLTcyODkubXlzaG9waWZ5LmNvbSIsImZsYWdzIjpbXSwiZXhwIjoxNzgyNDQ2MTk3LCJuYmYiOjE3ODE4NDEzOTd9.qc2_fNhxAKpj001QRGAxvZyJRTMolkA75nZU0QoU5KM%26client_id%3D30a88d6d-1847-4d5d-aa36-6476b7a4e72d%26locale%3Dde-DE%26nonce%3D7553d7c2-bc5f-4ea5-9480-0d4e11efcf62%26redirect_uri%3Dhttps%253A%252F%252Fshopify.com%252F73151676761%252Faccount%252Fcallback%26response_type%3Dcode%26scope%3Dopenid%2Bemail%2Bcustomer-account-api%253Afull%26state%3DhWNDVQfNpzho2dde3G9QJ8xq
abwaab.me,none,,,https://abwaab.me/login,https://abwaab.com/login
accounto.ch,none,,,https://accounto.ch/login,https://accounto.ch/wp-login.php
adadapted.com,none,,,https://adadapted.com/login,https://adadapted.com/wp-login.php
adtonos.com,none,,,https://app.adtonos.com/login,https://app.adtonos.com/login
aec-digital.com,none,,,https://aec-digital.com/login,https://aec-digital.com/login
aftershoot.co,none,,,https://account.aftershoot.com/auth?signup=true,https://account.aftershoot.com/auth?signup=true
aikido.dev,generic_sso,,txt:SSO,https://app.aikido.dev/login,https://app.aikido.dev/login
airgraft.com,none,,,https://airgraft.com/login,https://airgraft.com/login
aiven.io,microsoft,,btn:Sign up with Microsoft,https://console.aiven.io/signup,https://console.aiven.io/signup
alchemypay.org,none,,,,
11thestate.com,none,,,https://11thestate.com/login,https://11th.com/login
2local.io,none,,,https://2local.io/login,https://2local.io/wp-login.php
4auth.io,none,,,https://idlayr.com/signup/,https://idlayr.com/signup/
99math.com,none,,,https://99math.com/login,https://www.99math.com/login
absolvent.pl,none,,,https://absolvent.pl/login,https://talentdays.pl/
accordium.com,none,,,https://accordium.com/login,https://www.afternic.com/forsale/accordium.com?utm_source=TDFS_DASLNC&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-daslnc_base&traffic_type=TDFS_DASLNC&traffic_id=daslnc&
acumatica.com,none,,,https://portal.acumatica.com/,https://portal.acumatica.com/Frames/Login.aspx?ReturnUrl=%2f
adsquare.com,none,,,,
17hats.com,none,,,https://17hats.com/login,https://17hats.com/loginredirect
2ulaundry.com,none,,,https://2ulaundry.com/login,https://www.2ulaundry.com/
50skills.com,none,,,https://50skills.com/login,https://www.50skills.com/login
aampe.com,none,,,https://aampe.com/login,https://aampe.com/login
abzu.ai,none,,,https://abzu.ai/login,https://abzu.ai/login
accredify.io,none,,,https://nexus.accredify.io,https://nexus.accredify.io/
adamlippes.com,none,,,https://adamlippes.com/customer_authentication/redirect?locale=en&region_country=US,https://account.adamlippes.com/authentication/login?client_id=d7d01445-a268-4681-bb41-9109683becec&locale=en-US&redirect_uri=%2Fauthentication%2Foauth%2Fauthorize%3Fbuyer_flags%3DeyJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJhZGFtLWxpcHBlcy5teXNob3BpZnkuY29tIiwiZmxhZ3MiOltdLCJleHAiOjE3ODI0NDY0OTIsIm5iZiI6MTc4MTg0MTY5Mn0.k24EkxqolV6DpqQ86t-F8CVznyzJ-LC9fDDi5UvARVc%26client_id%3Dd7d01445-a268-4681-bb41-9109683becec%26locale%3Den-US%26nonce%3D52a85f47-e11b-4ef8-afd8-a6dc6f6ce87e%26redirect_uri%3Dhttps%253A%252F%252Faccount.adamlippes.com%252Fcallback%26region_country%3DUS%26response_type%3Dcode%26scope%3Dopenid%2Bemail%2Bcustomer-account-api%253Afull%26state%3DhWNDVR9F4TqQ1yFHLP2pnDF4&region_country=US
adventr.tv,none,,,https://app.adventr.tv/?login-method=signin,https://app.adventr.tv/?login-method=signin
aerialapplications.com,none,,,https://app.aerialapplications.com/login,https://app.aerialapplications.com/login
agendapro.cl,none,,,https://app.agendapro.com/sign_in,https://app.agendapro.com/sign_in
aimn.com,none,,,,
airhelp.com,none,,,https://airhelp.com/login,https://www.airhelp.com/login/
100ms.live,none,,,https://100ms.live/login,https://www.100ms.live/login
21stcenturyfood.com,none,,,https://21stcenturyfood.com/login,https://www.21stcenturyfood.com/login/
3degreesinc.com,none,,,https://meridian.3degreesinc.com/login,https://meridian.3degreesinc.com/login
83north.com,none,,,https://dynamoeu.netagesolutions.com/Portal/Login/EightyThreeNorth/VC-Investors/,https://dynamoeu.netagesolutions.com/Portal/Login/EightyThreeNorth/VC-Investors/
able.com,none,,,https://able.com/login,https://www.able.com/login
acbc.com,none,,,https://acbc.com/login,https://acbc.com/
acquia.com,none,,,https://profile.acquia.com/identity/,https://profile.acquia.com/
adibilis.co,none,,,https://adibilis.co/login,https://adibilismvp2react.web.app/login
advocado.com,none,,,https://advocado.com/login,https://advocado.com/login
aeropay.com,none,,,https://online.aeropay.com/login,https://pay.aero.inc/hi
agscompany.com,none,,,https://agscompany.com/signin,https://agscompany.com/signin
airbaltic.com,none,,,https://airbaltic.com/signin,https://www.airbaltic.com/signin
10web.io,none,,,https://my.10web.io/login,https://my.10web.io/login
2degrees.nz,none,,,https://2degrees.nz/login,https://www.2degrees.nz/node/9356
3s.money,none,,,https://clientportal.3s.money/signin,https://clientportal.3s.money/signin
93jiang.com,none,,,https://93jiang.com/login,https://93jiang.com/login
ably.io,none,,,https://ably.io/login,https://ably.com/login
accme.org,none,,,https://accme.org/login,https://accme.org/wp-login.php
activeloop.ai,none,,,https://activeloop.ai/login,https://www.activeloop.ai/login/
adscendmedia.com,none,,,https://adscendmedia.com/login,https://adscendmedia.com/login
adwayusa.com,microsoft,,btn:Continue with Microsoft Account windowsl,https://devportal.adwayusa.com/login,https://adway.us.auth0.com/u/login?state=hKFo2SBmMURmUmNrWmlJNmZKbkRjQ2Zwa0V2SFZJTHVIWnBmeaFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIHAzTC1BT3RXamZGYzR5aWVGZ19SSE1nMlN2aWgzTHd3o2NpZNkgS0JRRzZDUDNmMVhYWWp2c0xZcVIzMDFodWEwcnNONEc
afriblocks.com,none,,,https://workstation.afriblocks.com/login,https://workstation.afriblocks.com/login
aidaly.com,none,,,https://app.aidaly.com/users/sign_in,https://app.aidaly.com/users/sign_in
airbyte.io,none,,,https://airbyte.io/login,https://airbyte.com/login
airzai.com,none,,,https://airzai.com/login,https://airzai.com/login
alaskaair.com,microsoft,,cfg:login.microsoftonline,https://alaskaair.com/login,https://www.alaskaair.com/content/page-not-found
1health.io,none,,,https://1health.io/login,https://app.1health.io/init-auth
3bee.com,none,,,https://3bee.com/login,https://www.3bee.com/login/
6sense.com,none,,,https://login.6sense.com/,https://login.6sense.com/
abacus.ai,none,,,https://abacus.ai/login,https://abacus.ai/login
acaioutdoorwear.com,none,,,https://acaioutdoorwear.com/login,https://acaioutdoorwear.com/login
ace.ng,none,,,https://ace.ng/login,https://ace.ng/login
adcel.co,none,,,https://adcel.co/login,https://adcel.co/login
adverty.com,none,,,https://adverty.com/login,https://adverty.com/wp-login.php
aerlingus.com,none,,,https://aerlingus.com/login,https://www.aerlingus.com/login
adventus.io,none,,,https://bit.ly/3rrfIVw,https://app.adventus.io/admin/login#websitetopnav
aignostics.com,none,,,https://portal.aignostics.com/,https://portal.aignostics.com/login/sign-in?returnUrl=%2F
airgram.io,none,,ERR:dns,,
airworks.io,none,,,https://cloud.airworks.io/,https://cloud.airworks.io/
akselos.com,none,,,https://akselos.com/login,https://akselos.com/login
algrano.com,none,,,https://www.algrano.com/en/login,https://www.algrano.com/en/login
alkymi.io,none,,,https://app.alkymi.io,https://auth.alkymi.io/u/login/identifier?state=hKFo2SBpUllFdDB3QUJXczBvTGFrME1sWDE3aHUzVm95ckxlU6Fur3VuaXZlcnNhbC1sb2dpbqN0aWTZIG5YTEpOVkNSUmpLaWZFbl9oeV8tUVQ3ckNXMmFxTzlKo2NpZNkgQ3lpN2xRbk5VdlduV2YzOGdJWUt3OTRiQjA2RzViakY
allocations.com,none,,,https://dashboard.allocations.com/,https://dashboard.allocations.com/
alongside.com,none,,,https://www.careerbeacon.com/en/login,https://www.careerbeacon.com/en/login
alphapaw.com,none,,,https://www.alphapaw.com/customer_authentication/redirect?locale=en&region_country=US,https://account.alphapaw.com/authentication/login?client_id=9ead2de5-f148-49d6-b8ad-c1bbebc42368&locale=en-US&redirect_uri=%2Fauthentication%2Foauth%2Fauthorize%3Fbuyer_flags%3DeyJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJhbHBoYXBhdy1kZXYubXlzaG9waWZ5LmNvbSIsImZsYWdzIjpbXSwiZXhwIjoxNzgyNDQ4MDUwLCJuYmYiOjE3ODE4NDMyNTB9.89GZHLnJv-aahgXKCVzhfUDOk0U79SxPQDWWKkoPLiY%26client_id%3D9ead2de5-f148-49d6-b8ad-c1bbebc42368%26locale%3Den-US%26nonce%3D2379cca1-02a4-468a-bc28-e9338a7af956%26redirect_uri%3Dhttps%253A%252F%252Faccount.alphapaw.com%252Fcallback%26region_country%3DUS%26response_type%3Dcode%26scope%3Dopenid%2Bemail%2Bcustomer-account-api%253Afull%26state%3DhWNDVTmNTYgs94CjPIrBCrdC&region_country=US
altogic.com,none,,ERR:dns,,
alvin.ai,none,,,,
adyoulike.com,none,,,https://adyoulike.com/login,https://adyoulike.com/login
aimchess.com,none,,,https://aimchess.com/login,https://aimchess.com/auth/login
airmap.com,none,,,https://airmap.com/login,https://airmap.com/login
aito.ai,microsoft,,btn:Log in with Microsoft,https://console.aito.ai/,https://console.aito.ai/account/authentication
aku.africa,none,,,https://customer.aku.africa/auth,https://customer.aku.africa/auth
alhabib.om,none,,,https://alhabib.om/login,https://alhabib.om/login
all-turtles.com,none,,,https://all-turtles.com/login,https://www.all-turtles.com/login
allseated.com,none,,,https://allseated.com/login,https://allseated.com/login
alpagga.com,none,,,https://alpagga.com/login,https://alpagga.com/login
alphathena.com,none,,,https://www.app.alphathena.com/signin,https://www.app.alphathena.com/signin
altoira.com,none,,,https://app.altoira.com/login,https://auth.altoira.com/u/login?state=hKFo2SBDb29QS0dxS3FtcVF6NjZWTkN0cm1DcHJMRTgtRnEyZaFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIHBnelpPMkFvY3NZUjk0QWpHc3ZyYWhMcG5uNUVDSFFpo2NpZNkgUW1hUHZUNUgxUTJabDJhY2o5RXFXbGdzRkNDUkVZRWs
alwaysai.co,none,,,https://console.alwaysai.co/auth,https://console.alwaysai.co/auth/signin
amberflo.io,generic_sso,,txt:Continue with SSO,https://ui.amberflo.io/login?__hstc=17958374.4bddf344d072f2baed4a9a3f7a4f08d0.1762188392583.1763126253765.1763136561673.22&__hssc=17958374.3.1763136561673&__hsfp=1603770359,https://ui.amberflo.io/login?__hstc=17958374.4bddf344d072f2baed4a9a3f7a4f08d0.1762188392583.1763126253765.1763136561673.22&__hssc=17958374.3.1763136561673&__hsfp=1603770359
amicole.com,none,,,https://amicole.com/login,https://amicole.com/login
amplifyx.com,none,,,https://amplifyx.com/login,https://amplifyx.com/login
analyticsseo.com,none,,,,
aerialops.io,none,,,https://aerialops.io/login,https://aerialops.io/login
aino.world,none,,,https://aino.world/login,https://www.aino.world/login
airmatrix.ca,none,,,https://airmatrix.ca/login,https://airmatrix.ca/login
aixplain.com,none,,,https://auth.aixplain.com/login?redirect_url=https://studio.aixplain.com,https://auth.aixplain.com/login
akuity.io,none,,,https://akuity.cloud/,https://akuity.cloud/
alibris.com,none,,,https://alibris.com/login,https://www.alibris.com/login
allegion.com,none,,,https://allegion.com/login,https://www.allegion.com/login
allspice.io,none,,,https://allspice.io/login,https://www.allspice.io/login
alpakas.io,none,,ERR:dns,,
alpkit.com,none,,,https://alpkit.com/login,https://alpkit.com/login
altrix.co.uk,none,,,https://altrix.co.uk/login,https://altrix.co.uk/login
am.is,none,,,https://am.is/login,https://www.amis.com/login
amboss.com,none,,,https://www.amboss.com/us/account/login,https://next.amboss.com/us/login
amilia.com,microsoft,,btn:Sign in with Microsoft Microsoft,https://app.amilia.com/en/Login,https://app.amilia.com/en/Login
amplitude.com,none,,,,
aerospike.com,none,,,https://aerospike.com/login,https://aerospike.com/login
air-closet.com,none,,,https://air-closet.com/login,https://www.air-closet.com/login
airops.com,none,,,https://app.airops.com/,https://app.airops.com/users/sign_in
ajar.ae,none,,,https://ajar.ae/login,https://joinajar.com/
akuspike.com,none,,,https://rajapg88.us.com/sorumtractor-contact,https://rajapg88.us.com/sorumtractor-contact/
alignable.com,none,,,https://alignable.com/login,https://www.alignable.com/login
allegro.pl,none,,,https://allegro.pl/login,https://allegro.pl/login
allstacks.com,generic_sso,,txt:single sign-on,https://app.allstacks.com/?hsCtaTracking=7e5851ff-080b-479d-959c-633fcfade236%7C658db484-2953-46c0-aa2f-8ea5acb665be,https://app.allstacks.com/?hsCtaTracking=7e5851ff-080b-479d-959c-633fcfade236%7C658db484-2953-46c0-aa2f-8ea5acb665be
alpha-vector.com,none,,,https://alpha-vector.com/login,https://alpha-vector.com/login
