domain,category,confirmed,evidence,login_url,final_url
login.ibm.com,none,,,https://login.ibm.com/authsvc/mtfim/sps/authsvc,
login.icims.com,none,,,https://login.icims.com/u/login/identifier,
login.ifit.com,code,,response_type=code,https://login.ifit.com/u/login,
login.nextinsurance.com,none,,,https://login.nextinsurance.com/login,
login.payfit.com,none,,,https://login.payfit.com/u/login/identifier,
lucid.app,token,yes,initTokenClient,https://lucid.app/users/login,
moje.spp.sk,none,,,https://moje.spp.sk/,
moncompte.boiron.fr,none,,,https://moncompte.boiron.fr/eaefb88a-df1d-4be9-8ceb-d5808d006427/oauth2/v2.0/authorize,
my.asos.com,none,,,https://my.asos.com/account/login,
my.secfi.com,code,,response_type=code,https://my.secfi.com/login/,
myaccount.southeastwater.co.uk,code,,response_type=code,https://myaccount.southeastwater.co.uk/auth/login,
receivables.chargebee.com,jwt,yes,response_type=id_token,https://receivables.chargebee.com/login/,
secure.minorhotels.com,jwt,yes,gis_id:accounts.google.com/gsi/bu,https://secure.minorhotels.com/privilege-account.aspx,
sso.sonovate.com,none,,,https://sso.sonovate.com/login,
start.drift.com,jwt,yes,response_type=id_token,https://start.drift.com/login,
thriveworks.com,jwt,yes,gis_id:accounts.id.renderButton,https://thriveworks.com/login,
turo.com,none,,,https://turo.com/,
www.abcmouse.com,code,,response_type=code,https://www.abcmouse.com/abc/login/,
www.aboutyou.com,none,,,https://www.aboutyou.com/your-shop?loginFlow=register,
www.accounts.philips.com,none,,,https://www.accounts.philips.com/c2a48310-9715-3beb-895e-000000000000/auth-ui/v2/login,
www.adacen.com,google_unknown,,gsi_only,https://www.adacen.com/,
www.ankorstore.com,jwt,yes,gis_id:accounts.id.initialize,https://www.ankorstore.com/,
www.answers.com,google_unknown,,gsi_only,https://www.answers.com/,
www.aohostels.com,none,,,https://www.aohostels.com/en/,
www.divvyhomes.com,code,,response_type=code,https://www.divvyhomes.com/accounts/login,
www.electrolux.com,google_unknown,,ERR:Page.goto: net::ERR_HTTP2_PROT,https://www.electrolux.com/en/login,
www.eurostar.com,none,,,https://www.eurostar.com/uk-en,
www.goldengoose.com,none,,,https://www.goldengoose.com/it/it,
www.hugoboss.com,none,,,https://www.hugoboss.com/on/demandware.store/Sites-W1-Site/en_EG/Account-RequireLogin,
www.idealista.com,none,,,https://www.idealista.com/login,
www.inter.it,none,,,https://www.inter.it/it,
www.juul.com,none,,,https://www.juul.com/signin,
www.masterclass.com,code,,response_type=code,https://www.masterclass.com/auth/login,
www.patpat.com,jwt,yes,response_type=id_token,https://www.patpat.com/account/login,
www.patreon.com,none,,,https://www.patreon.com/login,
www.pingcap.com,none,,,https://www.pingcap.com/,
www.rover.com,code,,response_type=code,https://www.rover.com/account/continue/,
www.saxoinvestor.com,code,,response_type=code,https://www.saxoinvestor.com/Login/en/,
www.saxotrader.com,code,,response_type=code,https://www.saxotrader.com/login/en,
www.storytel.com,google_unknown,,gsi_only,https://www.storytel.com/eg/login,
www.studenac.hr,none,,,https://www.studenac.hr/prijava,
www.tango.me,token,yes,initTokenClient,https://www.tango.me/,
www.vinted.com,code,,response_type=code,https://www.vinted.com/member/register/select_type,
www.weddingwire.com,none,,,https://www.weddingwire.com/users-login.php,
www.weee.com,jwt,yes,gis_id:accounts.id.initialize,https://www.weee.com/en,
www.ziprecruiter.ie,none,,,https://www.ziprecruiter.ie/profiles/registration_steps/job_alert,
